country_name,country_code,year,cost_healthy_diet_ppp,affordability_ratio,pct_cannot_afford_healthy_diet,veg_cost_share,population,gdp_per_capita,poverty_headcount_pct,food_insecurity_pct
El Salvador,SLV,2023,,,,,6309624.0,12667.4662875421,4.6,45.5
Ireland,IRL,2023,2.91,,1.2,,5196630.0,133440.438499393,0.1,4.8
Kenya,KEN,2023,4.1,,76.9,,55339003.0,6322.24569873446,,73.9
Lebanon,LBN,2023,6.42,,45.2,,5773493.0,12585.1973845359,,42.4
Mauritius,MUS,2023,4.42,,19.2,,1273588.0,29402.9391464973,,31.1
Sint Maarten,SXM,2023,4.99,,,,42749.0,51729.2528621078,,
"Somalia, Fed. Rep.",SOM,2023,,,,,18358615.0,1556.89233845758,,
Sri Lanka,LKA,2023,4.89,,38.8,,22971617.0,14512.1432202455,,11.2
Togo,TGO,2023,3.58,,54.9,,8223850.0,3572.00417260831,,58.5
Trinidad and Tobago,TTO,2023,5.35,,33.0,,1502932.0,34651.9065448775,,27.6
Algeria,DZA,2024,5.53,,41.8,,46814308.0,17646.332598878,,
"Bahamas, The",BHS,2024,5.55,,,,401283.0,41257.7650774105,,
Bolivia,BOL,2024,4.82,,9.5,,12413315.0,12896.3370149215,2.1,
Bosnia and Herzegovina,BIH,2024,6.45,,12.7,,3164253.0,25148.0128390147,,
Haiti,HTI,2024,6.19,,87.9,,11772557.0,3168.87908307377,,
Iceland,ISL,2024,3.5,,1.8,,393396.0,83561.4294628375,,
Lao PDR,LAO,2024,5.19,,51.9,,7769819.0,9790.02538664409,7.1,
Luxembourg,LUX,2024,3.65,,0.9,,673036.0,156079.3685607,,
Mali,MLI,2024,3.86,,61.4,,24478595.0,3321.57614442921,,
Nigeria,NGA,2024,4.72,,81.6,,232679478.0,9099.86943863676,,
North Macedonia,MKD,2024,5.19,,16.1,,1823009.0,26995.5213483235,,
Sao Tome and Principe,STP,2024,4.64,,49.1,,235536.0,6274.34741942922,,
Senegal,SEN,2024,3.73,,47.4,,18501984.0,5097.24318834766,,
South Sudan,SSD,2024,3.79,,95.0,,11943408.0,,,
St. Lucia,LCA,2024,5.18,,7.4,,179744.0,28116.7677870924,,
Suriname,SUR,2024,6.16,,25.6,,634431.0,21832.187015648,,
Tanzania,TZA,2024,3.39,,73.0,,68560157.0,4226.92626953125,,
United Kingdom,GBR,2024,2.67,,2.9,,69138192.0,62839.4679324927,,
Algeria,DZA,2025,5.56,,38.8,,47435312.0,18586.2607480579,,
"Bahamas, The",BHS,2025,5.63,,,,403033.0,,,
Bolivia,BOL,2025,5.39,,10.5,,12581843.0,12873.0394876629,,
Bosnia and Herzegovina,BIH,2025,6.88,,12.7,,3140095.0,25814.2641520511,,
Haiti,HTI,2025,6.51,,88.9,,11906095.0,3133.72347930529,,
Iceland,ISL,2025,3.65,,1.8,,398266.0,83431.2131434311,,
Lao PDR,LAO,2025,5.23,,49.7,,7873046.0,10382.9990718948,,
Luxembourg,LUX,2025,3.73,,0.9,,680453.0,156542.075847247,,
Mali,MLI,2025,3.98,,60.8,,25198821.0,3502.76132351788,,
Nigeria,NGA,2025,4.18,,80.5,,237527782.0,9531.61073275049,,
North Macedonia,MKD,2025,5.39,,15.6,,1813791.0,28028.5664230631,,
Sao Tome and Principe,STP,2025,4.91,,51.1,,240254.0,6388.47738664299,,
Senegal,SEN,2025,3.83,,45.5,,18931966.0,5463.21828561328,,
South Sudan,SSD,2025,4.09,,93.9,,12188788.0,,,
St. Lucia,LCA,2025,5.24,,7.1,,180149.0,28673.8437920214,,
Suriname,SUR,2025,5.94,,23.7,,639850.0,22652.3952637959,,
Tanzania,TZA,2025,3.53,,73.0,,70545865.0,4470.9541015625,,
United Kingdom,GBR,2025,2.75,,2.9,,69551332.0,64606.4955066338,,
Albania,ALB,2017,3.04,,29.2,,2898242.0,14110.6720568255,1.4,38.6
Australia,AUS,2017,2.33,,3.5,,24731038.0,48564.8286592372,,12.7
Azerbaijan,AZE,2017,2.9,,1.5,,9968510.0,14315.9296431061,,8.5
Barbados,BRB,2017,,,,,280171.0,18969.5916506588,,
Benin,BEN,2017,2.85,,80.1,,12039780.0,2885.89383987721,,66.3
Bhutan,BTN,2017,4.13,,28.8,,754335.0,11677.4142659974,2.6,
Bulgaria,BGR,2017,3.39,,51.7,,7075636.0,22317.2366242463,2.0,12.0
Cayman Islands,CYM,2017,3.5,,,,64535.0,68017.6758327335,,
Chile,CHL,2017,3.38,,50.1,,18558868.0,24295.223766602,0.5,13.7
Cyprus,CYP,2017,2.89,,5.5,,1254275.0,37768.08984375,0.1,
Denmark,DNK,2017,2.2,,0.9,,5765168.0,55271.5976002659,0.1,5.4
Dominica,DMA,2017,4.18,,,,68496.0,12696.1956612622,,
El Salvador,SLV,2017,,,,,6213533.0,8965.2189086345,4.6,41.6
Ireland,IRL,2017,2.33,,4.1,,4810261.0,80409.4548397032,0.3,6.6
Kenya,KEN,2017,2.56,,69.8,,49197766.0,4177.24993580267,,60.9
Lebanon,LBN,2017,1.71,,0.1,,6160128.0,20963.8249472533,,
Mauritius,MUS,2017,3.38,,18.1,,1290655.0,22897.9700922103,0.5,18.5
Sint Maarten,SXM,2017,4.43,,,,38996.0,44479.2967076826,,
"Somalia, Fed. Rep.",SOM,2017,,,,,14916629.0,1596.81409178022,,
Sri Lanka,LKA,2017,3.86,,32.3,,22087522.0,13610.4723136277,,6.5
Togo,TGO,2017,2.54,,64.6,,7324386.0,2184.16434341899,,61.7
Trinidad and Tobago,TTO,2017,3.72,,28.0,,1445261.0,28484.2557157494,,
Bahrain,BHR,2018,3.19,,,,1497626.0,51993.1307818652,,
Burundi,BDI,2018,3.12,,88.6,,11859446.0,823.013102241659,,
Cambodia,KHM,2018,3.62,,,,16274522.0,5616.98087023303,,36.4
China,CHN,2018,2.63,,24.9,,1419008956.0,16298.2050619109,0.7,
Cote d'Ivoire,CIV,2018,2.69,,52.1,,27464173.0,4945.62520575915,21.7,38.2
Gabon,GAB,2018,3.31,,33.7,,2212318.0,15432.0430535353,,
Jamaica,JAM,2018,4.79,,23.0,,2820097.0,10752.7406650924,0.4,45.8
Jordan,JOR,2018,2.9,,2.5,,10462306.0,9889.90818777299,,
Malta,MLT,2018,3.49,,4.8,,484558.0,48178.5049931669,0.2,4.3
Mongolia,MNG,2018,4.26,,49.8,,3167706.0,12317.4824277695,1.7,
Mozambique,MOZ,2018,2.71,,86.2,,29018644.0,1325.58695568953,,
Myanmar,MMR,2018,,,,,52272247.0,5581.2769545815,,
Oman,OMN,2018,2.39,,,,4597877.0,37780.3308327271,,
Peru,PER,2018,3.19,,33.3,,31897584.0,13078.2323503405,6.1,35.7
Thailand,THA,2018,,,,,71376079.0,18876.2208766741,0.1,4.7
United States,USA,2018,2.18,,5.3,,335056497.0,62875.6661382728,1.1,8.4
Algeria,DZA,2019,4.18,,40.1,,43294546.0,13892.5333446205,,17.6
"Bahamas, The",BHS,2019,4.12,,,,394675.0,36116.0002025353,,
Bolivia,BOL,2019,3.75,,9.7,,11671386.0,11005.3541169156,3.1,
Bosnia and Herzegovina,BIH,2019,4.34,,15.9,,3345533.0,16428.7132755213,,10.0
Haiti,HTI,2019,4.28,,79.5,,11105163.0,3236.97492504607,,82.7
Iceland,ISL,2019,2.52,,2.1,,360700.0,61270.1315624391,0.1,6.6
Lao PDR,LAO,2019,3.92,,56.7,,7237636.0,7743.21906534261,,29.4
Luxembourg,LUX,2019,2.62,,1.4,,620163.0,121371.73990307,0.1,3.1
Mali,MLI,2019,2.97,,51.3,,21068405.0,2819.86582297259,,23.9
Nigeria,NGA,2019,3.17,,70.1,,209485641.0,7551.39380361669,,53.5
North Macedonia,MKD,2019,3.49,,20.4,,1897641.0,20222.4719203634,3.9,17.7
Sao Tome and Principe,STP,2019,2.98,,44.4,,213392.0,4655.48496449805,,
Senegal,SEN,2019,2.79,,47.6,,16352922.0,3647.95137357242,,33.3
South Sudan,SSD,2019,3.55,,92.4,,10423384.0,,,85.7
St. Lucia,LCA,2019,4.03,,8.3,,177661.0,18662.8504698815,,
Suriname,SUR,2019,4.67,,20.9,,605768.0,19771.5473885151,,
Tanzania,TZA,2019,2.45,,73.4,,59174891.0,2981.87451171875,,56.3
United Kingdom,GBR,2019,1.83,,3.6,,67110958.0,50493.9441896153,0.4,3.9
Belgium,BEL,2020,2.28,,1.1,,11540107.0,56120.0958420466,0.1,4.8
Belize,BLZ,2020,3.16,,21.6,,390812.0,9638.89513695889,,42.3
Bermuda,BMU,2020,3.33,,,,64382.0,85146.4006275696,,
"Congo, Dem. Rep.",COD,2020,3.44,,93.7,,95989998.0,1088.7890035637,85.3,72.3
Ecuador,ECU,2020,2.77,,30.9,,17546065.0,11526.8013009278,8.4,36.8
"Egypt, Arab Rep.",EGY,2020,3.88,,31.0,,109315124.0,15231.865417764,,27.3
Equatorial Guinea,GNQ,2020,3.93,,61.2,,1716468.0,13677.110587517,,
Guinea,GIN,2020,3.36,,45.4,,13371183.0,3331.85663003801,,
Kazakhstan,KAZ,2020,2.43,,8.0,,19482117.0,29039.8229624509,0.0,2.8
Kyrgyz Republic,KGZ,2020,3.21,,45.9,,6664140.0,5178.5619670404,9.4,6.6
Liberia,LBR,2020,3.78,,70.8,,5149463.0,1659.52109145991,,80.6
Madagascar,MDG,2020,3.2,,85.3,,28953556.0,1490.32312839072,,61.1
Malawi,MWI,2020,3.1,,88.9,,19533888.0,1513.45990803344,,81.3
Maldives,MDV,2020,3.33,,11.2,,502118.0,13425.3674459601,,13.4
Philippines,PHL,2020,3.55,,53.3,,112081264.0,8238.36802037457,,40.1
Qatar,QAT,2020,2.44,,3.3,,2803375.0,82149.3573751713,,
Sierra Leone,SLE,2020,2.83,,63.1,,7912558.0,2719.0728691734,,86.7
St. Vincent and the Grenadines,VCT,2020,4.65,,,,103526.0,15336.5987771764,,
Turks and Caicos Islands,TCA,2020,,,,,44386.0,19530.0254075613,,
Zambia,ZMB,2020,2.96,,85.5,,19059395.0,3157.30009311643,,51.8
Angola,AGO,2021,4.11,0.44,71.1,0.11,34532429.0,8720.18768742123,,78.5
Brunei Darussalam,BRN,2021,4.86,0.12,,0.27,451721.0,78248.797127611,,
Burkina Faso,BFA,2021,2.97,0.48,62.7,0.19,21995243.0,2486.43093147762,42.1,40.5
Cabo Verde,CPV,2021,2.92,0.14,58.4,0.33,516649.0,7685.41921393669,,34.8
Canada,CAN,2021,3.52,0.11,1.8,0.25,38454057.0,56995.0952020711,0.2,7.7
Chad,TCD,2021,3.04,0.5,62.0,0.14,17828273.0,2435.07274651099,,69.4
Costa Rica,CRI,2021,3.7,0.17,55.2,0.23,5059988.0,24083.5988182437,2.2,16.2
Estonia,EST,2021,3.34,0.05,6.4,0.24,1331749.0,44247.4198971873,0.3,8.5
Eswatini,SWZ,2021,3.8,0.19,67.7,0.23,1206593.0,9990.43491951205,,57.7
Finland,FIN,2021,2.87,0.04,1.1,0.31,5541075.0,56790.3766177692,0.0,10.5
France,FRA,2021,2.96,0.04,3.6,0.31,66083548.0,52517.3354905855,0.1,6.6
"Gambia, The",GMB,2021,3.45,0.46,44.7,0.11,2576010.0,2777.79620978324,,60.7
Grenada,GRD,2021,4.59,0.17,27.9,0.28,116688.0,15290.250903138,,20.7
Guyana,GUY,2021,5.9,0.14,49.1,,815482.0,22865.9270968882,,25.5
India,IND,2021,3.4,0.21,52.4,0.21,1414203896.0,7818.65701757504,,
Iraq,IRQ,2021,3.42,0.27,27.0,0.16,43071211.0,12731.7535755128,,
Israel,ISR,2021,2.75,0.06,21.2,0.21,8942924.0,46151.100820403,0.6,7.4
Italy,ITA,2021,3.17,0.04,8.5,0.25,59729350.0,49825.3934111848,0.9,2.2
Latvia,LVA,2021,3.55,0.08,17.3,0.24,1885587.0,36912.0130602161,0.5,9.3
Lithuania,LTU,2021,3.12,0.05,10.3,0.28,2794488.0,45897.3715026327,0.3,8.4
Malaysia,MYS,2021,3.52,0.09,3.1,0.21,34282399.0,29822.8491831618,0.0,16.0
Panama,PAN,2021,3.63,0.13,55.2,0.25,4345405.0,30932.7627780514,3.3,
Paraguay,PRY,2021,3.95,0.11,27.7,0.25,6684182.0,15400.9446332428,1.9,25.9
Poland,POL,2021,3.36,0.05,9.0,0.31,38040302.0,41059.5847829682,0.1,7.6
Portugal,PRT,2021,2.99,0.05,15.7,0.27,10390956.0,38657.6677223429,0.3,12.4
Rwanda,RWA,2021,3.31,0.57,74.6,0.1,13355260.0,2776.39276387923,,
Saudi Arabia,SAU,2021,2.62,0.03,,0.14,31328375.0,62690.4966645929,,
South Africa,ZAF,2021,3.14,0.25,58.1,0.2,61502603.0,13681.9548144813,,19.2
St. Kitts and Nevis,KNA,2021,3.95,0.13,,0.29,46763.0,26896.6177065978,,
Tajikistan,TJK,2021,,0.36,,0.14,9966908.0,3985.91247611219,9.1,31.0
Viet Nam,VNM,2021,3.88,0.28,9.6,0.17,98935098.0,12048.9019935536,,9.0
West Bank and Gaza,PSE,2021,2.72,0.27,8.3,0.17,5185336.0,5663.12160743584,,28.1
Armenia,ARM,2022,4.27,,57.0,,2880874.0,19158.3333506542,1.9,7.8
Belarus,BLR,2022,3.6,,1.5,,9173237.0,28424.9893656867,,1.2
Brazil,BRA,2022,4.39,,26.4,,210306415.0,19873.7032623309,4.9,18.4
Central African Republic,CAF,2022,3.94,,87.1,,5098039.0,1217.6567661451,,88.1
Comoros,COM,2022,4.85,,53.2,,834188.0,3712.34821507981,,79.7
"Congo, Rep.",COG,2022,4.16,,78.2,,6035104.0,6646.44331964568,,
Honduras,HND,2022,4.28,,39.4,,10463872.0,6804.41504589356,,43.7
Hungary,HUN,2022,4.5,,29.4,,9684306.0,44232.4363539167,,15.0
"Iran, Islamic Rep.",IRN,2022,4.09,,39.5,,89524246.0,17542.844026084,2.8,39.9
Japan,JPN,2022,6.62,,13.5,,124997578.0,49245.964174373,,5.5
Kuwait,KWT,2022,2.74,,,,4589511.0,55034.2790289403,,8.6
Mauritania,MRT,2022,5.04,,55.4,,4875637.0,6483.80020315347,,61.2
Morocco,MAR,2022,3.11,,13.2,,37329064.0,9308.556640625,,
Namibia,NAM,2022,4.11,,47.2,,2889662.0,10661.0118776397,,56.8
Netherlands,NLD,2022,2.96,,1.1,,17904421.0,78630.3599072098,,5.5
New Zealand,NZL,2022,3.28,,,,5131734.0,54080.0485491723,,16.4
Norway,NOR,2022,4.01,,1.3,,5456801.0,129914.042717786,0.3,6.8
Russian Federation,RUS,2022,3.06,,19.5,,145579899.0,40932.71484375,0.1,3.6
Seychelles,SYC,2022,4.05,,51.2,,125522.0,29215.6725189214,,
Slovenia,SVN,2022,3.49,,2.0,,2115228.0,52322.1405997493,0.0,7.9
Sudan,SDN,2022,,,,,49383346.0,3354.84643554688,,
Sweden,SWE,2022,3.56,,5.4,,10487338.0,66517.6358713011,1.3,6.0
Switzerland,CHE,2022,2.85,,1.1,,8792182.0,94629.7224204886,0.2,2.5
Uganda,UGA,2022,3.36,,75.7,,47312719.0,2918.71512173871,,59.5
Zimbabwe,ZWE,2022,,,,,16069056.0,5395.02452868174,,70.7
Belgium,BEL,2023,2.97,,1.0,,11712893.0,72629.6179311762,0.1,8.1
Belize,BLZ,2023,4.32,,18.4,,411106.0,13741.2085585188,,
Bermuda,BMU,2023,4.31,,,,64698.0,113596.12110365,,
"Congo, Dem. Rep.",COD,2023,3.19,,91.5,,105789731.0,1732.04870835091,,81.5
Ecuador,ECU,2023,3.44,,26.6,,17980083.0,15907.3619798807,4.7,33.3
"Egypt, Arab Rep.",EGY,2023,5.96,,42.7,,114535772.0,18540.1079077988,,30.8
Equatorial Guinea,GNQ,2023,4.6,,60.0,,1847549.0,16997.002016833,,
Guinea,GIN,2023,4.65,,48.6,,14405468.0,4337.3181486001,,
Kazakhstan,KAZ,2023,3.02,,5.1,,20330104.0,38546.9287207389,,2.0
Kyrgyz Republic,KGZ,2023,3.77,,32.1,,7073516.0,7304.10137976789,2.7,
Liberia,LBR,2023,3.64,,60.8,,5493031.0,1796.01250525501,,80.8
Madagascar,MDG,2023,3.87,,85.9,,31195932.0,1810.09891584306,,72.6
Malawi,MWI,2023,4.29,,91.1,,21104482.0,1831.97332483901,,81.7
Maldives,MDV,2023,4.01,,5.5,,525994.0,24806.6325837081,,
Philippines,PHL,2023,4.21,,49.1,,114891199.0,10994.8840414773,5.3,32.9
Qatar,QAT,2023,2.58,,1.6,,2979082.0,129024.806992334,,
Sierra Leone,SLE,2023,3.74,,64.8,,8460512.0,3371.09351712436,,89.8
St. Vincent and the Grenadines,VCT,2023,6.03,,,,101323.0,19836.205036664,,
Turks and Caicos Islands,TCA,2023,,,,,46198.0,35365.8657232406,,
Zambia,ZMB,2023,3.81,,86.3,,20723965.0,4080.35544205923,,45.3
Bangladesh,BGD,2024,4.49,,40.4,,173562364.0,9660.77962818873,,
Curacao,CUW,2024,5.42,,,,185482.0,32740.7736763943,,
Czechia,CZE,2024,3.81,,6.1,,10735859.0,57625.0961715706,,
Djibouti,DJI,2024,4.75,,52.2,,1168722.0,7821.62138070711,,
Dominican Republic,DOM,2024,5.4,,16.8,,11427557.0,27581.6606581871,0.8,
Fiji,FJI,2024,4.75,,60.5,,928784.0,15472.737444718,,
Germany,DEU,2024,4.22,,5.3,,84552242.0,73957.0012170966,,
Ghana,GHA,2024,4.49,,65.8,,34427414.0,8051.19381149848,,
Greece,GRC,2024,4.55,,23.8,,10047817.0,44170.9556658376,,
Guatemala,GTM,2024,5.03,,48.6,,18406359.0,14393.0528302577,,
"Hong Kong SAR, China",HKG,2024,4.81,,,,7414909.0,75341.6985534061,,
Indonesia,IDN,2024,4.84,,70.6,,283487931.0,16472.4825935409,5.4,
"Korea, Rep.",KOR,2024,7.09,,5.5,,51717590.0,61051.3492502498,,
Lesotho,LSO,2024,5.24,,77.1,,2337423.0,3070.79580931865,,
Mexico,MEX,2024,4.42,,20.1,,130861007.0,25820.3527960242,1.6,
Moldova,MDA,2024,3.69,,12.5,,3034961.0,18661.6606470212,,
Nepal,NPL,2024,4.18,,20.0,,29651054.0,5745.64525192255,,
Nicaragua,NIC,2024,5.12,,26.6,,6916140.0,8720.86923379042,,
Pakistan,PAK,2024,3.95,,64.4,,251269164.0,6263.186935403,23.0,
Singapore,SGP,2024,3.52,,,,5832387.0,153161.175431382,,
Spain,ESP,2024,4.22,,9.6,,47910526.0,58063.7350840487,,
Syrian Arab Republic,SYR,2024,7.63,,73.5,,24672760.0,,,
Tunisia,TUN,2024,5.02,,8.7,,12277109.0,14542.0966234293,,
Bangladesh,BGD,2025,4.59,,38.6,,175686899.0,10153.7083791829,,
Curacao,CUW,2025,5.02,,,,185487.0,,,
Czechia,CZE,2025,3.99,,5.8,,10609239.0,60487.2877495391,,
Djibouti,DJI,2025,4.84,,49.8,,1184076.0,8451.96838146073,,
Dominican Republic,DOM,2025,5.6,,16.2,,11520487.0,28721.0964580217,,
Fiji,FJI,2025,4.75,,58.0,,933154.0,16337.5722970567,,
Germany,DEU,2025,4.35,,5.3,,84075075.0,75406.6888111618,,
Ghana,GHA,2025,4.65,,65.8,,35064272.0,8610.2796922986,,
Greece,GRC,2025,4.65,,22.7,,9938844.0,45263.6498511586,,
Guatemala,GTM,2025,5.18,,47.3,,18687881.0,15197.0831415082,,
"Hong Kong SAR, China",HKG,2025,4.65,,,,7396076.0,80422.8129947646,,
Indonesia,IDN,2025,5.09,,68.6,,285721236.0,17659.7921291587,4.0,
"Korea, Rep.",KOR,2025,7.37,,5.3,,51667029.0,63124.9152183625,,
Lesotho,LSO,2025,5.47,,77.4,,2363325.0,3184.11725194709,,
Mexico,MEX,2025,4.54,,20.0,,131946900.0,25868.4787520629,,
Moldova,MDA,2025,3.81,,11.4,,2996106.0,19995.7590923995,,
Nepal,NPL,2025,4.19,,17.9,,29618118.0,6175.15897150244,,
Nicaragua,NIC,2025,5.2,,25.3,,7007502.0,9283.92301511154,,
Pakistan,PAK,2025,3.94,,63.0,,255219554.0,6573.41613369925,,
Singapore,SGP,2025,3.62,,,,5870750.0,163353.990260152,,
Spain,ESP,2025,4.33,,9.3,,47889958.0,59867.6944716701,,
Syrian Arab Republic,SYR,2025,6.85,,61.1,,25620427.0,,,
Tunisia,TUN,2025,5.22,,8.6,,12348573.0,15233.4885842318,,
Bonaire,BON,2021,6.5,,,0.24,,,,
"Taiwan, China",TWN,2024,5.35,,4.3,,23213962.0,,,
Bonaire,BON,2023,,,,,,,,
Bonaire,BON,2025,,,,,,,,
"Taiwan, China",TWN,2017,4.43,,7.9,,23632948.0,,,
"Taiwan, China",TWN,2022,5.08,,5.2,,23420111.0,,,
Bonaire,BON,2018,,,,,,,,
"Taiwan, China",TWN,2019,4.69,,6.7,,23674138.0,,,
Bonaire,BON,2024,,,,,,,,
"Taiwan, China",TWN,2021,4.95,0.2,5.7,0.23,23558333.0,,,
Anguilla,AIA,2020,3.97,,,,14843.0,,,
Montserrat,MSR,2020,4.58,,,,4508.0,,,
Bonaire,BON,2019,,,,,,,,
"Taiwan, China",TWN,2018,4.56,,7.4,,23659305.0,,,
Bonaire,BON,2017,,,,,,,,
Bonaire,BON,2022,,,,,,,,
"Taiwan, China",TWN,2023,5.21,,5.2,,23317145.0,,,
"Taiwan, China",TWN,2025,5.48,,3.8,,23112793.0,,,
Anguilla,AIA,2019,3.91,,,,14823.0,,,
Montserrat,MSR,2019,4.11,,,,4540.0,,,
Anguilla,AIA,2017,3.44,,,,14425.0,,,
Anguilla,AIA,2022,4.66,,,,14180.0,,,
Montserrat,MSR,2017,3.75,,,,4603.0,,,
Montserrat,MSR,2022,5.18,,,,4453.0,,,
Anguilla,AIA,2024,5.47,,,,14598.0,,,
Montserrat,MSR,2024,5.46,,,,4389.0,,,
Bonaire,BON,2020,,,,,,,,
Anguilla,AIA,2023,5.15,,,,14410.0,,,
Anguilla,AIA,2025,,,,,14728.0,,,
Montserrat,MSR,2023,5.45,,,,4420.0,,,
Montserrat,MSR,2025,,,,,4359.0,,,
Anguilla,AIA,2018,3.82,,,,14721.0,,,
Montserrat,MSR,2018,3.88,,,,4569.0,,,
"Taiwan, China",TWN,2020,4.82,,5.2,,23663459.0,,,
Anguilla,AIA,2021,4.14,0.16,,0.24,14475.0,,,
Montserrat,MSR,2021,4.78,0.41,,0.25,4479.0,,,
